Name Company,Company Overview,Company Size,Company Address,Industry,company_id
CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ DỊCH VỤ IMEDIA,"Công ty Cổ phần Công nghệ và Dịch vụ iMedia được thành lập vào tháng 03/2012, là doanh nghiệp hoạt động trong lĩnh vực thương mại tổng hợp, cung cấp dịch vụ giá trị gia tăng trên nền tảng VIỄN THÔNG, THANH TOÁN TRỰC TUYẾN, E-LOGISTICS và CHUỖI BÁN LẺ THỰC PHẨM SẠCH. Với gần 10 năm trưởng thành và phát triển, iMedia hiện là một đơn vị hàng đầu cung cấp các sản phẩm, dịch vụ viễn thông, tiện ích hàng hóa số, quảng cáo số. Với phương châm “Chia sẻ, tạo niềm tin với khách hàng là sự ưu tiên hàng đầu”. iMedia luôn hướng tới giá trị cốt lõi , không ngừng hoàn thiện, nâng cấp sản phẩm, đa dạng hóa dịch vụ nhằm xây dựng hệ sinh thái đa dạng cho tất cả các tập khách hàng.Bằng những nỗ lực không ngừng cùng với kinh nghiệm triển khai, kết hợp giữa yếu tố nội tại với những cơ hội phát triển của thị trường, iMedia đã thực hiện kết nối với tất cả các Nhà mạng lớn, 13 đơn vị phát hành game và trở thành đại lý chiến lược của Nhà mạng Mobifone, luôn đứng Top đầu trong các Công ty phân phối thẻ trả trước lớn nhất cả nước; đồng thời là đơn vị hợp tác toàn diện, chia sẻ dịch vụ với các Ngân hàng, Telcos, Sàn Thương mại điện tử, Chuỗi bán lẻ, các đơn vị Trung gian thanh toán, đơn vị vận chyển, công ty tài chính lớn. iMedia đã ngày càng khẳng định vị thế của mình như:• Xếp thứ hạng số 1 trong top 500 Doanh nghiệp Kinh doanh dịch vụ Viễn thông có doanh thu cao nhất Việt Nam• Xếp thứ hạng số 180 trong top 500 doanh nghiệp tư nhân lớn nhất Việt Nam• Xếp thứ hạng số 324 trong top 500 doanh nghiệp Việt lớn nhất• Top 20 Thương hiệu Vàng Việt Nam năm 2021 do Trung tâm bảo vệ người tiêu dùng và Viện kinh tế & văn hoá Việt Nam trao tặng.Là một doanh nghiệp “trẻ” trong lĩnh vực E-logistics nhưng với sự đầu tư, định hướng chiến lược bài bản, nghiêm túc từ khâu xây dựng sản phẩm cho đến vận hành dịch vụ, cùng đội ngũ nhân sự có trình độ cao, nhiều năm kinh nghiệm triển khai, iMedia đã nhanh chóng đưa thương hiệu HolaShip đến với người dùng trên khắp cả nước. Bên cạnh đó, với nguồn vốn đầu tư thông minh và hiệu quả, iMedia đã mở rộng thêm dịch vụ kinh doanh CHUỖI BÁN LẺ THỰC PHẨM SẠCH HOLAFOOD, với mô hình vòng tròn từ khâu lựa chọn hạt giống, vật nuôi tại chính trang trại HolaFarm, tự đóng gói và cung cấp trực tiếp đến tay người tiêu dùng; góp phần lớn trong việc cung cấp nhu yếu phẩm sạch cho cộng động và xã hội.Thực hiện sứ mệnh cung cấp dịch vụ đa dạng với chất lượng tốt nhất đến khách hàng, iMedia đã và đang hoàn thiện hơn nữa các sản phẩm, dịch vụ của công ty; củng cố, bám sát mục tiêu của mình, giữ vững vị thế hàng đầu đối với các dịch vụ hiện có, tiên phong trong những lĩnh vực mới và đa dạng hóa hệ sinh thái cho khách hàng.",100-499,"Tầng 18, Tòa nhà Peakview Tower, 36 Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Thành phố Hà Nội, Việt Nam",Kế toán / Kiểm toán,C_66f2e0bb
CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ DỊCH VỤ MÔI TRƯỜNG ECO,"Xuất thân từ một trung tâm nghiên cứu ứng dụng công nghệ môi trường, trải qua 20 năm phát triển, Công ty CP Công nghệ và Dịch vụ Môi trường ECO hiện là một trong những đơn vị đầu ngành về công nghệ xử lý nước và nước thải của Việt Nam.VÌ SAO NÊN CHỌN ECO:ECO có trên 20 năm kinh nghiệm trong lĩnh vực xử lý môi trường ECO đã thực hiện thành công nhiều dự án xử lý nước thải có quy mô lớn cho các công ty danh tiếng, như: Heineken, Pepsico, SAB Miller, Vinamilk, Sabeco... ECO luôn cập nhật công nghệ xử lý mới ECO có khả năng xử lý nhiều loại nước thải khác nhau Các công trình và thiết bị xử lý của ECO có chất lượng cao, giá cạnh tranh ECO đáp ứng nghiêm chỉnh chế độ bảo hành cho các công trình",10-24,"18A Cộng Hòa, Phường 12, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",Kinh doanh / Bán hàng,C_7382a3fc
CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ GIẢI PHÁP AT,Đang cập nhật,100-499,Quận Hai Bà Trưng,IT phần mềm,C_ea1fd345
CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ THƯƠNG MẠI GREEN LIFE,"Công ty Cổ phần Công nghệ và Thương mại Green Life là một doanh nghiệp mới thành lập ngày 28/11/2016 có lĩnh vưc hoạt động trong ngành cổng thông tin với 2 website https://www.suckhoe.vn và https://www.robocon.com.vn. Green Life là Công ty Công nghệ và Dịch vụ, tập hợp những con người nhiệt huyết, đam mê, sáng tạo và cống hiến vì những giá trị tốt đẹp nhất đem lại cho khách hàng và xã hội.",25-99,243 cầu giấy,Kinh doanh / Bán hàng,C_80b0fbd9
CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG NIỀM TIN,"Niềm Tin JSC là công ty hoạt động trong lĩnh vực công nghệ thông tin có đội ngũ trẻ năng động chất lượng cao. Nhận thức được vai trò và tầm quan trọng của công nghệ thông tin đối với sự phát triển của nền kinh tế đất nước, Niềm Tin JSC đã phấn đấu trở thành một trong những công ty uy tín trong lĩnh vực công nghệ thông tin. Chúng tôi luôn tìm cách tiếp cận những công nghệ mới, tuân theo những chuẩn công nghiệp để phục vụ khách hàng nói riêng và sự phát triển của nền công nghệ thông tin tại Việt Nam nói chung. Không chỉ dừng lại ở việc cung cấp những sản phẩm trong lĩnh vực công nghệ thông tin, Niềm Tin JSC còn mang đến cho khách hàng những giải pháp hệ thống tổng thể gắn liền với hiệu quả kinh doanh. Bên cạnh đó Niềm Tin JSC cũng rất chú trọng đến việc phát triển văn hóa công ty, xây dựng tập thể vững mạnh, đoàn kết, năng động, cầu tiến và lấy nhân tố con người là trung tâm của sự phát triển.",25-99,"Phòng 1405 Tòa 17T6 Hoàng Đạo Thúy, Nhân Chính, Thanh Xuân, Hà Nội",Kinh doanh / Bán hàng,C_fed4e482
CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG VARS VIỆT NAM,Đang cập nhật,25-99,"Tầng 2, số 57 Láng Hạ, Ba Đình, Hà Nội",Thiết kế đồ họa,C_e6302c66
CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG VNLINK,"VNLink là một công ty phát triển phần mềm Việt Nam. Chúng tôi cung cấp dịch vụ và hệ thống phục vụ ngành du lịch hiển thị bằng nền tảng ứng dụng và website.Phát triển ứng dụngVNLink cung cấp giải pháp xây dựng Phần mềm quản lý và bán vé máy bay, khách sạn, xe sân bay, tour du lịch. Luôn tư vấn cho Khách hàng gói dịch vụ tối ưu và tiện dụng nhất với chi phí thấp nhất.Phát triển WebsiteWebsite được thiết kế thân thiện với người dùng, hỗ trợ giao diện trên Mobile và dễ dàng quản trị. Chúng tôi cung cấp giải pháp xây dựng các loại Website Vé máy bay, Nhà hàng, Khách sạn, Du lịch...Thiết kế chuyên nghiệpBằng hệ thống tối ưu và giao diện bắt mắt, chúng tôi luôn đưa ra những giải pháp tuyệt hảo, đáp ứng nhu cầu đa dạng của Khách hàng, giúp doanh nghiệp tăng năng suất và giá trị của các khoản đầu tư công nghệ.",25-99,"Số 10 Trần Tử Bình, Phường Nghĩa Tân, Quận Cầu Giấy, Thành phố Hà Nội, Việt Nam",Nhân sự,C_065376db
CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TƯ VẤN CIC__,"Công ty Cổ phần Công nghệ và Tư vấn CIC, tiền thân là Trung tâm Tin học thuộc Bộ Xây Dựng chính thức thành lập vào ngày 27/11/1990, bắt đầu hoạt động với chức năng là cơ quan tham mưu tin học thuộc Bộ Xây dựng nhằm phục vụ yêu cầu ứng dụng và phát triển Công nghệ thông tin trong ngành. Ra đời trong thời kỳ đất nước đang chuyển mình và hội nhập với quá trình bùng nổ công nghệ thông tin trên toàn thế giới, bên cạnh yếu tố thuận lợi khách quan CIC đã không ngừng nỗ lực vượt khó, vươn lên và khẳng định vị thế của mình trong lĩnh vực khoa học công nghệ cho các ngành kỹ thuật tại Việt Nam nói chung, cũng như công nghệ thông tin ngành xây dựng nói riêng. Đến nay, CIC là 1 trong 10 thành viên chính thức của Tổ hợp Tư vấn Xây dựng Việt Nam (VC Group), một tổ hợp hàng đầu về tư vấn xây dựng trong nước. Từ số lượng CBCNV cơ bản lúc đầu chưa đến chục người, đến nay, sau 29 năm hình thành và phát triển CIC đã có một đội ngũ cán bộ quản lý bản lĩnh vững vàng, quyết đoán và năng động cùng một tập thể CBCNV hơn 100 người có trình độ chuyên môn, sáng tạo, nhiều tâm huyết gắn bó với công ty với sứ mệnh “Đem những sản phẩm phần mềm, thiết bị, dịch vụ công nghệ thông tin hiện đại, có tính ứng dụng cao để hỗ trợ các kỹ sư, doanh nghiệp, cơ quan nghiên cứu, các nhà quản lý trong công tác nghiên cứu, sản xuất, điều hành của mình tại Việt Nam và các nước trong khu vực; đồng thời không ngừng phát triển nhằm góp phần vào sự hội nhập và phát triển chung của đất nước, đem lại thu nhập cao ổn định cho cán bộ công nhân viên cũng như hài hoà với lợi ích của cổ đông”.",Đang cập nhật,"Số 37 Lê Đại Hành, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",Nhân Viên Kinh Doanh Biết Tiếng Anh,C_805e507e
CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ ĐẦU TƯ HAY,"CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ ĐẦU TƯ HAY có mã số thuế 0314088005 được cấp vào ngày 31/10/2016, cơ quan Thuế đang quản lý: Chi cục Thuế Quận 1",25-99,"The Sun Avenue, số 28 Mai Chí Thọ, P.An Phú , quận 2",nhân viên hành chính nhân sự,C_847fca5c
CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ ĐẦU TƯ ÁNH SÁNG TƯƠNG LAI,Đang cập nhật,10-24,"43TT3C KĐT Phùng Khoang, Nam Từ Liêm, Hà Nội",Marketing / Truyền thông / Quảng cáo,C_96bd30d3
CÔNG TY CỔ PHẦN CÔNG NGHỆ YUNERO,Công ty chúng tôi đang hướng đến sự phát triển toàn diện nhất trong mọi lĩnh vực. Điều đó có nghĩa rằng chất lượng nhân sự đóng vai trò hàng đầu khi đề ra mục tiêu này!,25-99,"Tầng 3 Tháp A tòa Golden Palace, số 99 Mễ Trì, phường Đồng Me, quận Nam Từ Liêm, Hà Nội",Công nghệ thông tin,C_aab232d3
CÔNG TY CỔ PHẦN CƠ KHÍ XÂY DỰNG THƯƠNG MẠI ĐẠI DŨNG,"Tập đoàn Đại Dũng là công ty cung cấp kết cấu thép hàng đầu tại Việt Nam. Trong điều kiện thi công nhiều phức tạp và rủi ro cao về an toàn lao động của ngành xây dựng, cùng với điều kiện thi công không ổn định, chúng tôi luôn cam kết đến chất lượng, sức khỏe, an toàn và môi trường QHSE được đảm bảo thông qua mọi thứ chúng tôi làm, ở tất cả thời gian và ở tất cả dự án mà chúng tôi thực hiện. Các điều kiện về xã hội, văn hóa và địa lý đặc thù của Việt Nam cũng là những yếu tố được cân nhắc trong việc thực thi chính sách an toàn sức khỏe nghề nghiệp và môi trường.-Ở tập đoàn Đại Dũng, chúng tôi luôn tạo ra sản phẩm với nguồn nguyên liệu sạch và không gây nguy hại đến môi trường. Những nguyên tắc chính, tầm nhìn và cam kết cho chất lượng, sức khỏe, an toàn và môi trường.",1000-3000,"Lô số 38, Khu C, Đường D1, Khu công nghiệp An Hạ, Xã Phạm Văn Hai, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",Sản xuất,C_487dac51
CÔNG TY CỔ PHẦN CƠ ĐIỆN CBM,"89 Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, TPHCM",25-99,"89 Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, TPHCM",Kỹ Sư Cơ Điện,C_8e6e8fa0
CÔNG TY CỔ PHẦN CƠ ĐIỆN LẠNH HOÀNG ĐẠT,"CHÚNG TÔI LÀ AI. Công ty Cổ Phần Cơ Điện Lạnh Hoàng Đạt được thành lập từ năm 2005, là đơn vị nhập khẩu và phân phối cho các hãng: Ống đồng Toàn Phát, Ruby Copper, Taisei, Hailiang, Huahong, Mettube. Danfoss (Máy nén Maneurop và vật tư lắp đặt), Copeland (Máy nén khí). Chemours, Honeywell, Taisei (Ga lạnh), Superlon (Xốp bảo ôn), Gujarat, SFR, Juhua, Dongyue (Ga lạnh), Harris (Que hàn vẩy bạc) Có mạng lưới bán hàng rộng khắp toàn quốc Là một trong những doanh nghiệp kinh doanh, phân phối sản phẩm ngành cơ điện lạnh có uy tín và thị phần lớn thứ 2 toàn quốc. Hoàng Đạt luôn chú trọng tìm kiếm, đào tạo và phát triển đội ngũ nhân sự tinh thông nghiệp vụ, tận tâm phục vụ. Xây dựng môi trường làm việc có nhiều cơ hội phát triển nghề nghiệp, đồng hành và gắn kết. Với chiến lược 2020 – 2023, xây dựng và phát triển Hoàng Đạt Group là một tập đoàn tiên phong hàng đầu trong ngành cơ điện lạnh và phát triển đa ngành nghề. Hoàng Đạt không ngừng mở rộng mạng lưới kinh doanh, phát triển hê thống trên toàn quốc và luôn mở rộng cơ hội nghề nghiệp cho các nhân tài ở các vị trí: Kinh doanh dự án Kinh doanh GT (toàn quốc) Trưởng Phòng Sale Admin Marketing",100-499,"Tòa G02 Tầng 02 căn số 09 Khu đô thị Greenbay Vinhomes Mễ Trì - Số 06 đường Lương Thế Vinh, Nam Từ Liêm, Hà Nội",Kinh doanh / Bán hàng,C_7017e895
CÔNG TY CỔ PHẦN CƠ ĐIỆN PHỤC HƯNG,"Là một tập đoàn lớn trong ngành xây dựng, trải qua 19 năm hình thành và phát triển, Phục Hưng Holdings đang ngày càng tạo được tiếng vang trong ngành xây dựng, từ vai trò từ một nhà thầu phụ trở thành nhà thầu chính đến tổng thầu xây dựng với hàng trăm dự án mang tầm cỡ quốc gia và khu vực. 1. Mục tiêu phát triển Phục Hưng Holdings luôn dành nhiều tâm huyết để phấn đấu trở thành một trong những nhà thầu chất lượng nhất Việt Nam và là nhà đầu tư bất động sản uy tín nhất. 2. Sứ mệnh Phục Hưng cam kết đem lại chất lượng sống ngày càng tốt hơn cho tất cả thành viên trong hệ thống, nguyện đóng góp cho cộng đồng và cho xã hội bằng các sản phẩm và văn hóa mang tên ""Phục Hưng"" 3. Thông điệp của Chủ tịch Hội đồng quản trị Mỗi thành viên của Phục Hưng phải luôn có ý thức phấn đấu, học tập để nâng cao nhận thức và trình độ, luôn chủ động say mê để làm chủ công việc của mình, luôn thân ái giúp đỡ nhau cùng tạo sức mạnh để cùng chung vai đưa Phục Hưng ngày càng mạnh hơn đi đến chuẩn hóa, hiện đại hóa. Để mọi thành viên của Phục Hưng luôn tự tin, tự hào khi nói: ""Chúng ta là Phục Hưng!"" 4. Ý nghĩa thương hiệu “Vì chất lượng sống mới” là triết lý sống, triết lý kinh doanh, là mục tiêu chiến lược của Công ty Phục Hưng Holdings, bao hàm vì những tiêu chuẩn ISO mới, những con đường mới, những sáng tạo mới, những kỹ thuật mới, những văn hóa mới, những không gian sống mới, những công trình mới, những hiệu quả mới, những hưởng nhận mới, những phát triển mới… 5. Ý nghĩa tên gọi và logo Tên gọi Phục Hưng gợi nhắc một thời đại phát triển rực rỡ của văn minh nhân loại. Phục Hưng nghĩa là cho thịnh vượng trở lại, hơn xưa. Tên gọi Phục Hưng có một khí lực mạnh, tạo ấn tượng về sự hưng thịnh, mạnh mẽ và nhân văn… Logo Phục Hưng gợi nhắc tới công trình kiến trúc Kim Tự Tháp vĩ đại, tam giác của sự phát triển, màu xanh thân thiện môi trường. Hình ảnh ngôi sao biểu thị cho đỉnh cao, tâm điểm, sáng chói. Hai màu vàng và xanh tạo ấn tượng thanh bình và hưng thịnh.",500-999,"Tháp A Tòa nhà CT2 (The Light) đường Tố Hữu, Phường Trung Văn, Quận Nam Từ Liêm, Thành phố Hà Nội",Xây dựng,C_76a95977
